id,face,im,hemifield,response,rt,correct,location,radius,angle,cols,pch,col1,angle2,group,gcol
j112,35,Intact,RVF,L,5.63,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,42,Intact,RVF,R,5.79,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,28,Mirror reversed,LVF,L,8.43,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,19,Mirror reversed,RVF,R,4.54,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,68,Mirror reversed,LVF,R,5.18,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,32,Mirror reversed,RVF,R,6.42,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,84,Intact,RVF,R,4.28,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,58,Intact,RVF,L,3.65,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,20,Intact,LVF,L,2.39,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,1,Intact,LVF,L,5.12,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,82,Intact,RVF,R,4.15,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,54,Intact,RVF,R,6.85,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,76,Mirror reversed,RVF,L,9.09,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,20,Mirror reversed,LVF,L,3.31,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,77,Intact,RVF,R,3.23,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,69,Mirror reversed,LVF,L,4.53,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,79,Intact,LVF,L,7.91,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,39,Intact,RVF,L,5.2,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,44,Intact,LVF,L,3.68,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,4,Intact,LVF,R,2.23,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,33,Intact,LVF,L,8.14,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,69,Mirror reversed,RVF,L,6.5,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,46,Intact,LVF,L,2.72,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,42,Mirror reversed,RVF,R,3.11,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,50,Mirror reversed,RVF,L,3.43,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,69,Intact,LVF,L,3.26,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,46,Mirror reversed,LVF,L,2.8,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,10,Mirror reversed,RVF,L,3.8,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,50,Mirror reversed,LVF,L,2.77,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,59,Intact,RVF,L,7.16,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,47,Mirror reversed,RVF,R,3.77,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,66,Intact,RVF,L,8.4,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,79,Intact,RVF,L,4.11,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,38,Mirror reversed,RVF,L,5.44,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,58,Mirror reversed,RVF,R,7.58,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,81,Intact,LVF,L,4.72,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,54,Mirror reversed,RVF,L,4.86,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,19,Intact,LVF,R,7.81,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,83,Mirror reversed,RVF,R,6.09,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,67,Mirror reversed,RVF,L,6.43,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,83,Mirror reversed,LVF,L,3.36,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,10,Intact,RVF,R,5.01,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,37,Intact,RVF,L,5.85,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,58,Mirror reversed,LVF,R,2.81,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,4,Mirror reversed,LVF,L,3.57,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,39,Mirror reversed,LVF,R,4.45,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,28,Intact,RVF,R,1.77,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,82,Mirror reversed,RVF,R,4.36,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,77,Intact,LVF,L,3.32,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,84,Intact,LVF,R,3.39,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,68,Mirror reversed,RVF,R,7.43,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,31,Intact,LVF,L,4.69,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,71,Mirror reversed,RVF,R,3.81,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,49,Mirror reversed,LVF,L,3.96,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,67,Intact,LVF,R,3.14,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,59,Mirror reversed,RVF,L,5.08,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,80,Intact,LVF,R,4.87,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,10,Intact,LVF,R,4.12,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,32,Mirror reversed,LVF,R,5.81,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,8,Intact,RVF,L,6.91,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,80,Mirror reversed,RVF,R,2.63,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,38,Intact,LVF,R,5.63,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,38,Mirror reversed,LVF,L,3.79,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,82,Intact,LVF,R,2.91,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,76,Intact,LVF,R,5.84,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,47,Intact,RVF,R,4.09,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,77,Mirror reversed,RVF,R,4.22,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,62,Intact,RVF,L,4.19,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,50,Intact,LVF,L,6.13,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,22,Mirror reversed,LVF,R,5.4,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,81,Intact,RVF,L,5.89,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,44,Mirror reversed,LVF,R,7.1,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,1,Mirror reversed,RVF,R,7.4,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,47,Intact,LVF,L,3.01,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,49,Intact,LVF,R,5.95,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,31,Intact,RVF,L,9.03,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,8,Intact,LVF,L,8.53,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,54,Intact,LVF,R,11.52,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,49,Intact,RVF,R,6.97,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,10,Mirror reversed,LVF,R,9.55,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,39,Mirror reversed,RVF,L,2.34,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,51,Intact,LVF,R,2.7,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,68,Intact,RVF,R,2.55,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,8,Mirror reversed,RVF,R,7.87,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,47,Mirror reversed,LVF,L,2.97,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,79,Mirror reversed,RVF,R,4.83,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,80,Mirror reversed,LVF,R,5.58,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,44,Intact,RVF,L,4.8,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,84,Mirror reversed,RVF,R,6.11,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,81,Mirror reversed,LVF,R,3.56,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,62,Intact,LVF,L,3.11,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,81,Mirror reversed,RVF,R,10.28,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,59,Mirror reversed,LVF,L,11.25,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,8,Mirror reversed,LVF,L,4.84,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,76,Mirror reversed,LVF,L,3.93,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,19,Mirror reversed,LVF,L,9.99,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,35,Intact,LVF,R,9.74,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,54,Mirror reversed,LVF,L,1.77,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,11,Mirror reversed,RVF,R,2.12,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,42,Intact,LVF,R,4.92,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,46,Mirror reversed,RVF,L,6.33,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,49,Mirror reversed,RVF,L,10.08,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,58,Intact,LVF,L,3.22,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,4,Mirror reversed,RVF,R,4.42,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,33,Mirror reversed,RVF,R,4.03,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,22,Intact,LVF,L,7.33,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,84,Mirror reversed,LVF,L,6.32,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,19,Intact,RVF,R,6.92,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,20,Mirror reversed,RVF,R,6.33,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,51,Mirror reversed,RVF,R,5.97,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,66,Mirror reversed,RVF,R,5.1,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,62,Mirror reversed,LVF,R,6.61,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,51,Intact,RVF,L,5.52,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,33,Intact,RVF,L,3.18,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,83,Intact,LVF,R,3.44,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,37,Mirror reversed,LVF,R,5.3,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,1,Intact,RVF,L,6.78,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,11,Mirror reversed,LVF,L,6.77,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,28,Intact,LVF,R,1.69,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,79,Mirror reversed,LVF,L,2.47,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,51,Mirror reversed,LVF,L,5.11,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,67,Mirror reversed,LVF,R,3.33,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,22,Mirror reversed,RVF,R,2.99,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,67,Intact,RVF,L,9.74,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,59,Intact,LVF,R,3.12,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,22,Intact,RVF,L,5.11,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,37,Mirror reversed,RVF,L,5.26,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,20,Intact,RVF,R,4.61,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,44,Mirror reversed,RVF,L,7.64,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,71,Intact,LVF,L,3.12,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,71,Mirror reversed,LVF,R,2.94,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,28,Mirror reversed,RVF,R,3.73,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,38,Intact,RVF,L,3.24,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,82,Mirror reversed,LVF,L,3.67,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,80,Intact,RVF,R,4.43,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,50,Intact,RVF,R,5.71,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,68,Intact,LVF,R,6.14,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,69,Intact,RVF,R,6.7,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,71,Intact,RVF,L,3.13,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,33,Mirror reversed,LVF,L,6.75,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,11,Intact,LVF,L,7.8,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,31,Mirror reversed,RVF,L,2.36,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,4,Intact,RVF,R,7.39,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,35,Mirror reversed,RVF,L,4.09,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,46,Intact,RVF,R,3.53,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,32,Intact,RVF,R,3.86,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,66,Intact,LVF,L,3.17,1,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,11,Intact,RVF,R,3.33,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j112,77,Mirror reversed,LVF,R,8.58,0,jesup,1.112267844,45.53120393,#E3B20E,21,#666666,0.011804532,2. Bilingual,goldenrod
j113,54,Mirror reversed,RVF,R,15.1,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,42,Intact,LVF,R,8.49,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,79,Intact,RVF,R,6.81,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,39,Mirror reversed,RVF,L,4.85,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,8,Intact,LVF,R,2.6,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,46,Intact,LVF,L,3.34,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,66,Mirror reversed,RVF,L,4.45,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,35,Intact,RVF,L,6.34,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,39,Intact,RVF,L,9.8,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,67,Intact,RVF,L,4.01,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,81,Intact,LVF,R,7.71,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,47,Intact,RVF,R,5.15,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,20,Intact,RVF,R,3.51,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,62,Intact,RVF,L,2.75,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,8,Intact,RVF,R,4.55,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,1,Intact,RVF,R,8.03,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,62,Intact,LVF,L,3.27,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,62,Mirror reversed,RVF,L,7.4,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,58,Mirror reversed,RVF,R,7.38,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,28,Intact,LVF,R,7.12,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,83,Intact,RVF,R,2.65,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,81,Intact,RVF,L,2.5,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,35,Intact,LVF,L,7.99,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,68,Mirror reversed,RVF,R,3.92,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,69,Mirror reversed,LVF,R,2.74,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,11,Intact,LVF,L,3.93,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,37,Intact,LVF,R,4.97,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,59,Mirror reversed,LVF,R,2.8,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,19,Intact,RVF,L,9.33,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,49,Mirror reversed,RVF,L,3.7,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,76,Mirror reversed,LVF,L,7.78,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,84,Mirror reversed,RVF,R,6.5,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,67,Intact,LVF,R,6.74,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,44,Intact,RVF,R,7.89,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,68,Intact,RVF,L,3.54,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,19,Mirror reversed,RVF,L,8.64,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,32,Mirror reversed,RVF,R,5.16,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,76,Intact,RVF,R,7.11,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,82,Mirror reversed,RVF,R,3.87,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,84,Intact,RVF,R,12.07,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,38,Intact,RVF,R,2.35,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,68,Intact,LVF,L,3.86,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,76,Mirror reversed,RVF,R,4.78,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,1,Intact,LVF,R,13.39,0,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
j113,79,Mirror reversed,RVF,L,4.31,1,jesup,1.15167639,47.56595573,#E5A008,21,#666666,0.057021238,2. Bilingual,goldenrod
