id,TrialNumber,im,faceNumber,hemifield,aoi,dwellTime,nFixations,nDwells,fixX,fixY,firstFixNum,lastFixNum,fix0X,fix0Y,fix1X,fix1Y,lastFixX,lastFixY,face,hem,angle,group,col,angle2,correct
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,142,Mirror reversed,O50,LVF,3. right,349,2,1,-1.756756757,0.567567568,7,8,-1.297297297,0.378378378,-1.783783784,0.540540541,255,21,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,143,Intact,O22,RVF,1. left,375,2,1,-1.135135135,0.135135135,3,4,-1.594594595,0.162162162,-1.054054054,-0.189189189,-364,11,3. RR,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,143,Intact,O22,RVF,2. center,964,7,2,-1.486486486,0.486486486,1,8,-1.594594595,0.162162162,-0.621621622,0.081081081,-39,19,2. target,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,143,Intact,O22,RVF,3. right,325,1,1,-2.405405405,0.621621622,9,9,-1.594594595,0.162162162,-2.405405405,0.621621622,231,23,1. LL,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,145,Mirror reversed,O42,LVF,1. left,182,2,1,-0.459459459,0,10,11,-1.540540541,0.405405405,-0.405405405,-0.027027027,-338,2,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,145,Mirror reversed,O42,LVF,2. center,1420,11,4,-1.324324324,0.351351351,1,16,-1.540540541,0.405405405,-1.72972973,0.135135135,-39,12,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,145,Mirror reversed,O42,LVF,3. right,1472,5,2,-1.675675676,0.216216216,4,15,-1.540540541,0.405405405,-1.72972973,0.027027027,243,18,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,146,Mirror reversed,O47,LVF,1. left,116,3,2,-0.054054054,1.108108108,3,9,-0.297297297,-0.324324324,-0.432432432,1.567567568,-258,1,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,146,Mirror reversed,O47,LVF,2. center,523,4,1,-1,0.675675676,1,2,-0.297297297,-0.324324324,-0.972972973,0.108108108,-40,48,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,146,Mirror reversed,O47,LVF,3. right,233,3,1,-1.864864865,0.432432432,6,8,-0.297297297,-0.324324324,-1.486486486,-0.081081081,256,14,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,147,Mirror reversed,O28,LVF,1. left,183,2,1,-0.783783784,0.513513514,8,9,-1.72972973,0.945945946,-1,0.675675676,-344,15,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,147,Mirror reversed,O28,LVF,2. center,1162,10,2,-1.486486486,0.783783784,1,12,-1.72972973,0.945945946,-1.459459459,1,-52,26,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,147,Mirror reversed,O28,LVF,3. right,291,2,1,-1.243243243,0.540540541,10,11,-1.72972973,0.945945946,0.972972973,0.72972973,250,18,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,148,Mirror reversed,O82,RVF,1. left,2025,20,6,-0.837837838,0.594594595,6,58,-0.378378378,-0.351351351,-0.621621622,0.594594595,-347,49,3. RR,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,148,Mirror reversed,O82,RVF,2. center,4386,30,8,-1.324324324,0.810810811,1,53,-0.378378378,-0.351351351,-1.486486486,0.783783784,-41,23,2. target,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,148,Mirror reversed,O82,RVF,3. right,1388,8,5,-1.972972973,0.72972973,2,55,-0.378378378,-0.351351351,-2.459459459,0.540540541,261,24,1. LL,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,149,Mirror reversed,O83,LVF,1. left,772,7,3,-1,0.513513514,2,24,-1.378378378,0.513513514,-0.918918919,0.540540541,-354,7,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,149,Mirror reversed,O83,LVF,2. center,1961,16,5,-1.513513514,0.621621622,1,26,-1.378378378,0.513513514,-1.189189189,-1.72972973,-39,27,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,149,Mirror reversed,O83,LVF,3. right,1031,3,3,-1.432432432,0.621621622,6,20,-1.378378378,0.513513514,-1.567567568,0.918918919,265,20,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,150,Mirror reversed,O39,RVF,1. left,914,5,2,-1.27027027,-0.054054054,3,14,-1.027027027,0.918918919,-0.972972973,-0.432432432,-345,9,3. RR,RVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,150,Mirror reversed,O39,RVF,2. center,1496,9,4,-1.351351351,0.648648649,1,15,-1.027027027,0.918918919,-1.216216216,1,-36,22,2. target,RVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,150,Mirror reversed,O39,RVF,3. right,1241,2,2,-2.054054054,0.567567568,8,12,-1.027027027,0.918918919,-2.459459459,0.702702703,277,11,1. LL,RVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,151,Intact,O51,LVF,1. left,988,8,4,-0.810810811,0.432432432,2,19,-0.648648649,0.432432432,-0.540540541,0.27027027,-350,31,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,151,Intact,O51,LVF,2. center,1447,7,4,-1.081081081,0.513513514,1,18,-0.648648649,0.432432432,-0.918918919,-0.486486486,-53,26,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,151,Intact,O51,LVF,3. right,1446,8,3,-1.675675676,0.675675676,6,22,-0.648648649,0.432432432,-2.135135135,0.594594595,296,27,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,152,Intact,O8,LVF,1. left,374,2,2,-0.783783784,-0.081081081,2,6,-1.702702703,0.432432432,-1.135135135,0.216216216,-316,-32,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,152,Intact,O8,LVF,2. center,464,5,2,-1.675675676,0.378378378,1,4,-1.702702703,0.432432432,-1.810810811,0.378378378,-56,10,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,152,Intact,O8,LVF,3. right,458,1,1,-1.351351351,0.054054054,5,5,-1.702702703,0.432432432,-1.351351351,0.054054054,270,2,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,153,Mirror reversed,O76,RVF,1. left,299,3,1,-1.216216216,-0.054054054,3,5,-1.675675676,0.783783784,-1.378378378,-0.27027027,-362,17,3. RR,RVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,153,Mirror reversed,O76,RVF,2. center,682,4,2,-1.756756757,0.594594595,1,6,-1.675675676,0.783783784,-1.702702703,0.864864865,-69,9,2. target,RVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,153,Mirror reversed,O76,RVF,3. right,516,1,1,-1.189189189,-0.027027027,7,7,-1.675675676,0.783783784,-1.189189189,-0.027027027,276,-1,1. LL,RVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,154,Mirror reversed,O20,LVF,1. left,1005,9,3,-0.594594595,0,6,25,-0.675675676,-0.027027027,-0.594594595,0.675675676,-338,24,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,154,Mirror reversed,O20,LVF,2. center,1161,14,5,-1.216216216,0.189189189,1,22,-0.675675676,-0.027027027,-1.648648649,0.378378378,-58,10,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,154,Mirror reversed,O20,LVF,3. right,790,2,2,-1.540540541,0.243243243,10,19,-0.675675676,-0.027027027,-1.810810811,0.297297297,279,6,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,155,Intact,O83,RVF,1. left,322,4,2,-0.918918919,0.513513514,3,10,-1.459459459,0.27027027,-0.648648649,0.513513514,-362,36,3. RR,RVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,155,Intact,O83,RVF,2. center,573,4,2,-1.540540541,0.351351351,1,5,-1.459459459,0.27027027,-1.108108108,0.135135135,-86,32,2. target,RVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,155,Intact,O83,RVF,3. right,391,3,1,-1.621621622,0.891891892,6,8,-1.459459459,0.27027027,-1.486486486,0.702702703,244,43,1. LL,RVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,157,Mirror reversed,O32,LVF,1. left,339,4,2,-0.945945946,0.459459459,3,8,-1.297297297,0.135135135,-0.243243243,1.297297297,-364,11,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,157,Mirror reversed,O32,LVF,2. center,640,5,2,-1.378378378,0.567567568,1,6,-1.297297297,0.135135135,-1.513513514,0.567567568,-35,24,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,157,Mirror reversed,O32,LVF,3. right,191,1,1,-1,0.702702703,9,9,-1.297297297,0.135135135,-1,0.702702703,283,26,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,158,Intact,O79,LVF,1. left,313,5,2,-0.459459459,0.081081081,2,10,-1.054054054,1.027027027,-0.351351351,0.351351351,-339,4,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,158,Intact,O79,LVF,2. center,989,6,4,-1.108108108,0.810810811,1,12,-1.054054054,1.027027027,-1.324324324,1.054054054,-65,10,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,158,Intact,O79,LVF,3. right,431,2,1,-1.621621622,0.567567568,5,6,-1.054054054,1.027027027,-1.351351351,0.567567568,240,21,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,159,Mirror reversed,O38,LVF,1. left,364,3,2,-0.621621622,0.864864865,7,13,-2.567567568,0.27027027,-0.27027027,0.702702703,-356,38,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,159,Mirror reversed,O38,LVF,2. center,887,10,3,-1.297297297,0.837837838,1,12,-2.567567568,0.27027027,-1.486486486,0.27027027,-40,31,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,159,Mirror reversed,O38,LVF,3. right,324,2,1,-1.189189189,0.648648649,10,11,-2.567567568,0.27027027,-1.27027027,0.72972973,276,23,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,160,Mirror reversed,O22,LVF,1. left,1030,4,2,-0.702702703,0.405405405,2,9,-2.945945946,1.216216216,-0.810810811,0.027027027,-337,17,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,160,Mirror reversed,O22,LVF,2. center,764,4,4,-1.297297297,0.72972973,1,8,-2.945945946,1.216216216,-1.054054054,0.837837838,-61,29,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,160,Mirror reversed,O22,LVF,3. right,182,2,1,-2.324324324,0.351351351,6,7,-2.945945946,1.216216216,-2.324324324,0.378378378,228,6,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,162,Intact,O59,LVF,1. left,133,2,1,-0.108108108,0.189189189,1,2,-0.621621622,0.297297297,0.27027027,-0.324324324,-328,11,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,162,Intact,O59,LVF,2. center,998,4,2,-0.72972973,0.405405405,4,5,-0.621621622,0.297297297,-0.837837838,0.675675676,-53,34,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,162,Intact,O59,LVF,3. right,325,1,1,-1.783783784,0.702702703,3,3,-0.621621622,0.297297297,-1.783783784,0.702702703,254,26,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,163,Mirror reversed,O51,RVF,1. left,241,1,1,-0.135135135,-0.27027027,5,5,-0.972972973,-0.216216216,-0.135135135,-0.27027027,-325,-10,3. RR,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,163,Mirror reversed,O51,RVF,2. center,1006,6,4,-0.945945946,0.162162162,1,9,-0.972972973,-0.216216216,-0.648648649,0.648648649,-15,19,2. target,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,163,Mirror reversed,O51,RVF,3. right,582,3,2,-1.459459459,0.486486486,2,8,-0.972972973,-0.216216216,-1.405405405,0.837837838,287,-16,1. LL,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,164,Intact,O68,LVF,1. left,50,1,1,-0.162162162,0.378378378,5,5,-0.972972973,0.594594595,-0.243243243,0.378378378,-329,14,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,164,Intact,O68,LVF,2. center,689,4,4,-1.054054054,0.594594595,2,6,-0.972972973,0.594594595,-1.297297297,-0.324324324,-44,18,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,164,Intact,O68,LVF,3. right,250,1,1,-1.243243243,0.702702703,3,3,-0.972972973,0.594594595,-1.243243243,0.702702703,274,26,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,166,Mirror reversed,O22,LVF,1. left,191,3,2,-0.432432432,0.216216216,3,7,-3.027027027,0.405405405,-0.27027027,0.243243243,-339,10,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,166,Mirror reversed,O22,LVF,2. center,1098,3,2,-1.027027027,0.405405405,1,6,-3.027027027,0.405405405,-0.891891892,0.351351351,-91,26,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,166,Mirror reversed,O22,LVF,3. right,274,1,1,-1.108108108,0.324324324,5,5,-3.027027027,0.405405405,-1.108108108,0.324324324,279,12,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,171,Mirror reversed,O80,RVF,1. left,605,8,1,-0.837837838,-0.459459459,3,10,-0.432432432,0.675675676,-0.972972973,-0.810810811,-299,-6,3. RR,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,171,Mirror reversed,O80,RVF,2. center,1406,4,2,-0.648648649,0.675675676,11,13,-0.432432432,0.675675676,-1.945945946,0.405405405,-74,34,2. target,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,171,Mirror reversed,O80,RVF,3. right,1098,3,2,-1.378378378,0.297297297,1,14,-0.432432432,0.675675676,-1.432432432,-0.243243243,285,18,1. LL,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,172,Intact,O81,RVF,1. left,208,2,1,-1.162162162,0.621621622,3,4,-0.567567568,0.918918919,-1.243243243,0.756756757,-363,22,3. RR,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,172,Intact,O81,RVF,2. center,1015,3,3,-0.486486486,0.864864865,2,5,-0.567567568,0.918918919,-1.324324324,0.648648649,0,28,2. target,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,172,Intact,O81,RVF,3. right,666,2,2,-1.27027027,0.972972973,1,6,-0.567567568,0.918918919,-1.027027027,1,266,35,1. LL,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,173,Mirror reversed,O38,LVF,1. left,514,5,2,-1,0.675675676,2,11,-1.513513514,0.972972973,-0.567567568,0.351351351,-363,31,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,173,Mirror reversed,O38,LVF,2. center,664,5,3,-1.513513514,0.972972973,1,8,-1.513513514,0.972972973,-0.702702703,0.783783784,-57,39,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,173,Mirror reversed,O38,LVF,3. right,232,2,1,-2.189189189,1.297297297,5,6,-1.513513514,0.972972973,-2,1.351351351,229,46,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,174,Intact,O71,RVF,1. left,75,1,1,-1.081081081,0.783783784,2,2,-0.513513514,0.459459459,-1.108108108,0.783783784,-361,29,3. RR,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,174,Intact,O71,RVF,2. center,1314,4,2,-0.621621622,0.675675676,1,4,-0.513513514,0.459459459,-0.621621622,0.675675676,-25,33,2. target,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,174,Intact,O71,RVF,3. right,399,2,2,-1.189189189,0.054054054,3,5,-0.513513514,0.459459459,-1.567567568,-0.081081081,308,13,1. LL,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,176,Mirror reversed,O71,RVF,1. left,597,9,2,-0.459459459,-0.081081081,1,13,-0.324324324,0.108108108,-0.486486486,-0.567567568,-320,17,3. RR,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,176,Mirror reversed,O71,RVF,2. center,1098,5,4,-0.405405405,0.027027027,7,14,-0.324324324,0.108108108,-0.864864865,0.135135135,80,13,2. target,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,176,Mirror reversed,O71,RVF,3. right,449,1,1,-1.540540541,0.459459459,8,8,-0.324324324,0.108108108,-1.540540541,0.459459459,263,17,1. LL,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,179,Mirror reversed,O10,RVF,1. left,141,3,1,-0.135135135,0.513513514,4,6,-1.72972973,0.243243243,-0.351351351,0.648648649,-334,19,3. RR,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,179,Mirror reversed,O10,RVF,2. center,2130,6,3,-1.594594595,0.486486486,1,10,-1.72972973,0.243243243,-1.648648649,0.567567568,-44,5,2. target,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,179,Mirror reversed,O10,RVF,3. right,266,2,1,-1.918918919,0.567567568,8,9,-1.72972973,0.243243243,-1.810810811,0.540540541,231,26,1. LL,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,180,Mirror reversed,O42,RVF,1. left,124,2,1,0,0.540540541,6,7,-1,-0.378378378,0.054054054,0.648648649,-319,16,3. RR,RVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,180,Mirror reversed,O42,RVF,2. center,1347,7,3,-0.72972973,-0.162162162,2,10,-1,-0.378378378,-0.486486486,-0.135135135,-16,25,2. target,RVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,180,Mirror reversed,O42,RVF,3. right,715,3,3,-1.162162162,0.486486486,1,11,-1,-0.378378378,-1.054054054,0.378378378,275,7,1. LL,RVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,182,Intact,O83,LVF,1. left,1478,16,3,-0.297297297,0.351351351,1,25,-0.567567568,0.486486486,-0.108108108,-0.351351351,-306,0,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,182,Intact,O83,LVF,2. center,1671,9,6,-0.864864865,0.513513514,11,30,-0.567567568,0.486486486,-1.756756757,1.135135135,-13,15,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,182,Intact,O83,LVF,3. right,815,4,3,-1.513513514,0.72972973,13,28,-0.567567568,0.486486486,-1.459459459,0.567567568,253,15,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,184,Intact,O37,LVF,1. left,1346,12,2,-0.378378378,-0.081081081,1,14,-0.621621622,0.351351351,-0.189189189,-0.459459459,-378,8,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,184,Intact,O37,LVF,2. center,3131,2,2,-0.621621622,0.324324324,12,12,-0.621621622,0.351351351,-0.756756757,0.081081081,-28,3,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,184,Intact,O37,LVF,3. right,299,1,1,-0.72972973,0.540540541,13,13,-0.621621622,0.351351351,-0.72972973,0.540540541,293,20,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,186,Intact,O58,LVF,1. left,249,5,2,-0.081081081,0.432432432,7,14,0.027027027,-2.189189189,0.297297297,0.054054054,-331,17,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,186,Intact,O58,LVF,2. center,1114,8,4,-1.297297297,0.27027027,1,15,0.027027027,-2.189189189,-1.567567568,1.081081081,-45,1,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,186,Intact,O58,LVF,3. right,573,5,3,-1.594594595,0.378378378,4,16,0.027027027,-2.189189189,-0.810810811,0.297297297,269,24,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,193,Intact,O80,RVF,1. left,1304,10,3,0.432432432,0.243243243,1,14,-0.72972973,0.27027027,-0.540540541,-0.324324324,-322,10,3. RR,RVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,193,Intact,O80,RVF,2. center,1822,5,5,-0.513513514,0.297297297,4,15,-0.72972973,0.27027027,-0.486486486,0.432432432,-19,20,2. target,RVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,193,Intact,O80,RVF,3. right,824,1,1,-1.567567568,0.675675676,5,5,-0.72972973,0.27027027,-1.567567568,0.675675676,262,25,1. LL,RVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,194,Intact,O4,LVF,1. left,340,3,2,0.108108108,0.837837838,1,5,-0.756756757,0.810810811,0.135135135,0.891891892,-328,27,1. LL,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,194,Intact,O4,LVF,2. center,915,2,2,-0.540540541,0.864864865,3,3,-0.756756757,0.810810811,-0.189189189,0.918918919,-7,34,2. target,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,194,Intact,O4,LVF,3. right,325,1,1,-1.486486486,0.837837838,2,2,-0.756756757,0.810810811,-1.486486486,0.837837838,265,31,3. RR,LVF,33.69006752,1. English,#AAC39A,-0.251331833,0
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,195,Mirror reversed,O54,RVF,1. left,99,3,2,-0.108108108,0.378378378,1,5,-0.621621622,0.675675676,-0.081081081,0.486486486,-351,-16,3. RR,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,195,Mirror reversed,O54,RVF,2. center,949,2,2,-0.513513514,0.621621622,4,4,-0.621621622,0.675675676,-0.297297297,0.513513514,-11,19,2. target,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,195,Mirror reversed,O54,RVF,3. right,299,1,1,-2.108108108,0.783783784,3,3,-0.621621622,0.675675676,-2.108108108,0.783783784,242,29,1. LL,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
j29,197,Intact,O20,RVF,1. left,972,7,2,-0.567567568,0.567567568,3,12,-0.351351351,0.27027027,-0.459459459,0.405405405,-341,28,3. RR,RVF,33.69006752,1. English,#AAC39A,-0.251331833,1
,,,,,,,,,,,,,,,,,,,,,,,,,
